Timestamp,Location,Day,Your initials,,Gender,Year,Financial Aid,Sports,Sexual Orientation,Race,Concentration,First gen,Domestic/Intl,Greek,Q1 Paxson,Q2 Political Fiscal,Q3 Political Fiscal,Q4 Political Comfort,Q5 Alcohol,Q6 Phi Psi,Q7 Sigma,Q8 Inadequacy,Q9 Grad Student Roles,Q10 GS experience,Q11 Lecture laptop,Q12 Lyft/Uber,Notes
3/5/2015 16:49:33,SciLi,Day 2,ABK,,Male,Junior,None,No,Hetero,White,Social sciences,No,Domestic,No,No opinion,Very lib,Very lib,Somewhat comfortable,No opinion,No opinion,No opinion,"Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance, Yes, about something not listed above",I have had grad students as teaching assistants,Neutral,'40 minutes',Never,
3/5/2015 16:50:40,SciLi,Day 2,ABK,,Male,First-year,"Grants, covering some costs",No,Hetero,Hispanic,Physical sciences,No,International,No,No opinion,Somewhat liberal,Somewhat liberal,Somewhat uncomfortable,No opinion,Yes,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Never,
3/5/2015 16:53:02,SciLi,Day 2,ABK,,Male,Sophomore,Grants and loans,Yes,Hetero,White,Physical sciences,No,International,Yes,No opinion,Centrist,Very lib,Somewhat uncomfortable,Strongly disapprove,Yes,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Once a month,
3/5/2015 16:55:29,SciLi,Day 2,ABK,,Male,First-year,"Grants, covering all costs",No,Hetero,Other,Social sciences,Yes,International,No,No opinion,Somewhat cons,Centrist,Somewhat comfortable,Strongly approve,"No, they were too lenient","No, they were too lenient","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, Other",Somewhat positive,'10 minutes',Never,9: other- students in my class
3/5/2015 16:56:35,SciLi,Day 2,ABK,,Male,Junior,None,No,Hetero,White,Social sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat disapprove,Yes,Yes,"Yes, about something not listed above",I have had grad students as teaching assistants,Neutral,'0 minutes',Once a month,
3/5/2015 16:57:37,SciLi,Day 2,ABK,,Other,Senior,None,No,Gay,White,Social sciences,No,Domestic,No,Somewhat disapprove,Very lib,Very lib,Very comfortable,Somewhat approve,Yes,Yes,"Yes, about my academic ability","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,'10 minutes',Once a month,
3/5/2015 16:59:40,SciLi,Day 2,ABK,,Male,Senior,None,No,Bisexual,White,Humanities/arts,No,Domestic,Yes,Somewhat approve,Centrist,Very lib,Very comfortable,Strongly approve,Yes,No opinion,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Very positive,'10 minutes',Once a semester,"6: Yes- But I think the individual bartender should be held responsible, not just the fraternity"
3/5/2015 19:23:51,SciLi,Day 2,AJB,,Male,Senior,None,No,Hetero,Asian,Physical sciences,Yes,International,No,Somewhat approve,Somewhat liberal,Somewhat liberal,Somewhat comfortable,Somewhat approve,No opinion,No opinion,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Somewhat positive,'30 minutes',Once a week,
3/5/2015 19:25:26,SciLi,Day 2,AJB,,,Sophomore,"Grants, covering some costs",Yes,Hetero,"Black, Other",Social sciences,No,Domestic,Yes,Somewhat disapprove,Very lib,Very lib,Very comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have not interacted with grad students,I have not interacted with grad students,'10 minutes',Once a week,
3/5/2015 19:27:01,SciLi,Day 2,AJB,,Male,Junior,Grants and loans,No,Hetero,White,Social sciences,No,Domestic,No,Somewhat disapprove,Very lib,Somewhat liberal,Somewhat uncomfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Neutral,I do not use my laptop in class,Never,
3/5/2015 19:28:32,SciLi,Day 2,AJB,,Female,Sophomore,"Grants, covering some costs",No,Hetero,White,Life sciences,Yes,Domestic,No,Somewhat approve,Very lib,Somewhat liberal,Somewhat comfortable,Strongly approve,Yes,Yes,"Yes, about my academic ability","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student",Neutral,'10 minutes',Never,
3/5/2015 19:30:19,SciLi,Day 2,AJB,,Male,Junior,"Grants, covering some costs",Yes,Hetero,"Black, Native Hawaiian/Pacific",Physical sciences,No,Domestic,Yes,Somewhat approve,Somewhat liberal,Very conservative,Somewhat comfortable,Strongly disapprove,"No, they were too harsh",No opinion,"Yes, about my socioeconomic status",I have had grad students as teaching assistants,Very positive,'20 minutes',Once a month,
3/5/2015 19:31:46,SciLi,Day 2,AJB,,Male,Sophomore,"Grants, covering some costs",No,Hetero,White,Physical sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Somewhat liberal,Somewhat comfortable,Strongly approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Very positive,'0 minutes',Never,
3/5/2015 19:35:17,SciLi,Day 2,AJB,,Female,Senior,"Grants, covering all costs",No,Hetero,White,Social sciences,No,Domestic,No,No opinion,Somewhat cons,Somewhat cons,Very uncomfortable,No opinion,"No, they were too lenient",No opinion,"Yes, about my sex/love life, Yes, about my appearance",I have taken a course taught by a grad student,Very positive,'40 minutes',Once a week,
3/5/2015 19:36:44,SciLi,Day 2,AJB,,Male,First-year,None,No,Hetero,Asian,Social sciences,No,Domestic,No,No opinion,Somewhat liberal,Somewhat liberal,Somewhat comfortable,Somewhat disapprove,Not familiar enough to answer,Not familiar enough to answer,"Yes, about something not listed above",I have not interacted with grad students,Somewhat positive,'10 minutes',Once a week,
3/5/2015 19:39:55,SciLi,Day 2,EBB,,Male,Sophomore,Just loans,No,Hetero,Asian,Physical sciences,No,Domestic,No,No opinion,Somewhat liberal,Somewhat liberal,No opinion,Somewhat disapprove,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my sex/love life",I have had grad students as teaching assistants,Somewhat positive,'20 minutes',Never,
3/5/2015 19:40:22,SciLi,Day 2,AJB,,Male,Junior,"Grants, covering some costs",No,Gay,Black,Physical sciences,Yes,Domestic,No,Somewhat approve,Very lib,Very lib,Somewhat comfortable,Somewhat disapprove,"No, they were too lenient",Not familiar enough to answer,"Yes, about my academic ability, Yes, about my socioeconomic status",I have not interacted with grad students,I have not interacted with grad students,'10 minutes',Once a week,
3/5/2015 19:41:36,SciLi,Day 2,AJB,,Female,Senior,"Grants, covering some costs",No,Hetero,Black,Social sciences,No,Domestic,No,Somewhat disapprove,Very lib,Very lib,Very comfortable,Somewhat disapprove,No opinion,No opinion,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student",Very positive,'10 minutes',Once a month,
3/5/2015 19:41:45,SciLi,Day 2,EBB,,Female,Senior,None,No,Hetero,Other,Physical sciences,No,International,No,Somewhat disapprove,Somewhat liberal,Very lib,Somewhat comfortable,Strongly disapprove,Yes,"No, they were too lenient","Yes, about my academic ability, Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Somewhat positive,'20 minutes',Once a month,
3/5/2015 19:43:17,SciLi,Day 2,AJB,,Male,Junior,"Grants, covering some costs",No,Gay,White,"Humanities/arts, Physical sciences",No,Domestic,No,Somewhat approve,Very lib,Very lib,Very comfortable,No opinion,No opinion,No opinion,"Yes, about my social life","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Somewhat positive,I do not use my laptop in class,Once a semester,
3/5/2015 19:43:22,SciLi,Day 2,EBB,,Female,First-year,None,No,Hetero,Asian,Social sciences,No,Domestic,No,No opinion,Somewhat liberal,Somewhat liberal,Very comfortable,Somewhat disapprove,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my social life",I have had grad students as teaching assistants,Somewhat positive,'0 minutes',Once a week,
3/5/2015 19:44:49,SciLi,Day 2,EBB,,Male,Junior,None,No,Hetero,Asian,Life sciences,No,Domestic,No,Somewhat approve,Somewhat cons,Somewhat cons,Very uncomfortable,No opinion,"No, they were too harsh",No opinion,"Yes, about my academic ability","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Very positive,'10 minutes',Once a semester,
3/5/2015 19:46:39,SciLi,Day 2,AJB,,Male,Sophomore,"Grants, covering all costs",No,Gay,Asian,Life sciences,Yes,Domestic,Yes,Somewhat approve,Very lib,Very lib,Very comfortable,No opinion,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance, Yes, about my socioeconomic status, Yes, about something not listed above",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Once a semester,
3/5/2015 19:46:43,SciLi,Day 2,EBB,,Female,Senior,Grants and loans,No,Hetero,Asian,Life sciences,No,Domestic,No,Somewhat approve,Centrist,Somewhat liberal,Somewhat comfortable,Somewhat disapprove,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my academic ability, Yes, about my social life, Yes, about my appearance, Yes, about my socioeconomic status, Yes, about something not listed above","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Very positive,'20 minutes',Never,
3/5/2015 19:47:52,SciLi,Day 2,AJB,,Female,Sophomore,Grants and loans,Yes,Hetero,White,Physical sciences,No,Domestic,No,Somewhat approve,Very lib,Somewhat liberal,Very comfortable,Strongly disapprove,Yes,Yes,"Yes, about my social life","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Somewhat positive,'30 minutes',Once a semester,
3/5/2015 19:48:20,SciLi,Day 2,EBB,,Female,First-year,Grants and loans,No,Bisexual,White,"Humanities/arts, Physical sciences",No,Domestic,No,Strongly approve,Very lib,Very lib,Very comfortable,Strongly approve,Yes,Yes,"Yes, about my academic ability, Yes, about my social life","I have had grad students as teaching assistants, Other",Very positive,'0 minutes',Never,
3/5/2015 19:49:07,SciLi,Day 2,AJB,,Female,Sophomore,None,Yes,Hetero,White,Social sciences,No,International,No,No opinion,Very lib,Very lib,Somewhat comfortable,Somewhat disapprove,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, Grad students have been mentors (formal or informal) to me",Very positive,I do not use my laptop in class,Never,
3/5/2015 19:50:01,SciLi,Day 2,EBB,,Female,First-year,None,Yes,Hetero,White,Physical sciences,No,Domestic,No,Strongly approve,Centrist,Very lib,No opinion,Somewhat disapprove,Yes,Yes,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Once a week,
3/5/2015 19:52:36,SciLi,Day 2,EBB,,Male,Senior,None,No,Hetero,White,Physical sciences,No,International,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Strongly approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students",Grad students have been mentors (formal or informal) to me,Very positive,'0 minutes',Never,
3/5/2015 19:54:30,SciLi,Day 2,AJB,,Male,First-year,Grants and loans,No,Gay,White,Physical sciences,No,Domestic,No,Somewhat approve,Very lib,Very lib,Very comfortable,Somewhat approve,Yes,Yes,"Yes, about my social life, Yes, about my sex/love life, Yes, about something not listed above","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,'0 minutes',Once a semester,
3/5/2015 19:56:45,SciLi,Day 2,AJB,,Male,Sophomore,Grants and loans,No,Hetero,Asian,Physical sciences,Yes,Domestic,Yes,Somewhat approve,Somewhat cons,Somewhat liberal,Somewhat comfortable,Somewhat disapprove,Yes,"No, they were too harsh","Yes, about my academic ability, Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,I do not use my laptop in class,Once a month,
3/5/2015 19:58:16,SciLi,Day 2,AJB,,Female,Senior,"Grants, covering all costs",No,Hetero,Black,Physical sciences,No,International,No,No opinion,Somewhat liberal,Somewhat cons,Somewhat comfortable,Somewhat approve,"No, they were too harsh","No, they were too harsh","Yes, about my social life","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,I do not use my laptop in class,Never,
